"table_name","column_name","data_type"
"access_actionsroles","exclude","boolean"
"access_actionsroles","role_id","integer"
"access_actionsroles","argument","character varying"
"access_actionsroles","id","integer"
"access_actionsroles","action","character varying"
"access_actionssystemroles","exclude","boolean"
"access_actionssystemroles","action","character varying"
"access_actionssystemroles","argument","character varying"
"access_actionssystemroles","role_name","character varying"
"access_actionssystemroles","id","integer"
"access_actionsusers","argument","character varying"
"access_actionsusers","exclude","boolean"
"access_actionsusers","id","integer"
"access_actionsusers","user_id","integer"
"access_actionsusers","action","character varying"
"accessrequests_link","created","timestamp without time zone"
"accessrequests_link","owner_user_id","integer"
"accessrequests_link","id","integer"
"accessrequests_link","description","text"
"accessrequests_link","revoked_at","timestamp without time zone"
"accessrequests_link","token","bytea"
"accessrequests_link","title","character varying"
"accessrequests_link","expires_at","timestamp without time zone"
"accessrequests_request","justification","text"
"accessrequests_request","sender_full_name","character varying"
"accessrequests_request","sender_user_id","integer"
"accessrequests_request","receiver_user_id","integer"
"accessrequests_request","status","character"
"accessrequests_request","created","timestamp without time zone"
"accessrequests_request","modified","timestamp without time zone"
"accessrequests_request","message","text"
"accessrequests_request","link_id","integer"
"accessrequests_request","id","integer"
"accessrequests_request","sender_email","character varying"
"accessrequests_request","recid","integer"
"accounts_role","description","character varying"
"accounts_role","name","character varying"
"accounts_role","id","integer"
"accounts_user","current_login_ip","character varying"
"accounts_user","last_login_ip","character varying"
"accounts_user","email","character varying"
"accounts_user","last_login_at","timestamp without time zone"
"accounts_user","id","integer"
"accounts_user","login_count","integer"
"accounts_user","confirmed_at","timestamp without time zone"
"accounts_user","current_login_at","timestamp without time zone"
"accounts_user","password","character varying"
"accounts_user","active","boolean"
"accounts_userrole","role_id","integer"
"accounts_userrole","user_id","integer"
"accounts_user_session_activity","ip","character varying"
"accounts_user_session_activity","os","character varying"
"accounts_user_session_activity","browser_version","character varying"
"accounts_user_session_activity","browser","character varying"
"accounts_user_session_activity","created","timestamp without time zone"
"accounts_user_session_activity","updated","timestamp without time zone"
"accounts_user_session_activity","sid_s","character varying"
"accounts_user_session_activity","user_id","integer"
"accounts_user_session_activity","country","character varying"
"accounts_user_session_activity","device","character varying"
"administrable_role_authorizations","role_name","character varying"
"administrable_role_authorizations","is_grantable","character varying"
"administrable_role_authorizations","grantee","character varying"
"alembic_version","version_num","character varying"
"applicable_roles","role_name","character varying"
"applicable_roles","is_grantable","character varying"
"applicable_roles","grantee","character varying"
"attributes","attribute_udt_catalog","character varying"
"attributes","scope_catalog","character varying"
"attributes","scope_schema","character varying"
"attributes","scope_name","character varying"
"attributes","maximum_cardinality","integer"
"attributes","dtd_identifier","character varying"
"attributes","is_derived_reference_attribute","character varying"
"attributes","attribute_name","character varying"
"attributes","udt_name","character varying"
"attributes","udt_schema","character varying"
"attributes","udt_catalog","character varying"
"attributes","interval_precision","integer"
"attributes","interval_type","character varying"
"attributes","datetime_precision","integer"
"attributes","numeric_scale","integer"
"attributes","numeric_precision_radix","integer"
"attributes","numeric_precision","integer"
"attributes","collation_name","character varying"
"attributes","collation_schema","character varying"
"attributes","collation_catalog","character varying"
"attributes","character_set_name","character varying"
"attributes","character_set_schema","character varying"
"attributes","character_set_catalog","character varying"
"attributes","character_octet_length","integer"
"attributes","character_maximum_length","integer"
"attributes","data_type","character varying"
"attributes","is_nullable","character varying"
"attributes","attribute_default","character varying"
"attributes","ordinal_position","integer"
"attributes","attribute_udt_schema","character varying"
"attributes","attribute_udt_name","character varying"
"character_sets","character_repertoire","character varying"
"character_sets","form_of_use","character varying"
"character_sets","default_collate_catalog","character varying"
"character_sets","default_collate_schema","character varying"
"character_sets","default_collate_name","character varying"
"character_sets","character_set_catalog","character varying"
"character_sets","character_set_schema","character varying"
"character_sets","character_set_name","character varying"
"check_constraint_routine_usage","specific_catalog","character varying"
"check_constraint_routine_usage","specific_schema","character varying"
"check_constraint_routine_usage","specific_name","character varying"
"check_constraint_routine_usage","constraint_catalog","character varying"
"check_constraint_routine_usage","constraint_schema","character varying"
"check_constraint_routine_usage","constraint_name","character varying"
"check_constraints","check_clause","character varying"
"check_constraints","constraint_catalog","character varying"
"check_constraints","constraint_schema","character varying"
"check_constraints","constraint_name","character varying"
"collation_character_set_applicability","collation_schema","character varying"
"collation_character_set_applicability","collation_catalog","character varying"
"collation_character_set_applicability","collation_name","character varying"
"collation_character_set_applicability","character_set_catalog","character varying"
"collation_character_set_applicability","character_set_schema","character varying"
"collation_character_set_applicability","character_set_name","character varying"
"collations","collation_name","character varying"
"collations","pad_attribute","character varying"
"collations","collation_catalog","character varying"
"collations","collation_schema","character varying"
"column_domain_usage","column_name","character varying"
"column_domain_usage","domain_catalog","character varying"
"column_domain_usage","domain_schema","character varying"
"column_domain_usage","domain_name","character varying"
"column_domain_usage","table_name","character varying"
"column_domain_usage","table_schema","character varying"
"column_domain_usage","table_catalog","character varying"
"column_options","table_catalog","character varying"
"column_options","option_value","character varying"
"column_options","option_name","character varying"
"column_options","column_name","character varying"
"column_options","table_name","character varying"
"column_options","table_schema","character varying"
"column_privileges","column_name","character varying"
"column_privileges","table_name","character varying"
"column_privileges","grantor","character varying"
"column_privileges","table_schema","character varying"
"column_privileges","table_catalog","character varying"
"column_privileges","grantee","character varying"
"column_privileges","is_grantable","character varying"
"column_privileges","privilege_type","character varying"
"columns","is_generated","character varying"
"columns","is_nullable","character varying"
"columns","data_type","character varying"
"columns","character_maximum_length","integer"
"columns","character_octet_length","integer"
"columns","numeric_precision","integer"
"columns","numeric_precision_radix","integer"
"columns","numeric_scale","integer"
"columns","datetime_precision","integer"
"columns","interval_type","character varying"
"columns","interval_precision","integer"
"columns","character_set_catalog","character varying"
"columns","character_set_schema","character varying"
"columns","character_set_name","character varying"
"columns","collation_catalog","character varying"
"columns","collation_schema","character varying"
"columns","collation_name","character varying"
"columns","domain_catalog","character varying"
"columns","domain_schema","character varying"
"columns","domain_name","character varying"
"columns","udt_catalog","character varying"
"columns","udt_schema","character varying"
"columns","udt_name","character varying"
"columns","scope_catalog","character varying"
"columns","scope_schema","character varying"
"columns","scope_name","character varying"
"columns","maximum_cardinality","integer"
"columns","dtd_identifier","character varying"
"columns","is_self_referencing","character varying"
"columns","is_identity","character varying"
"columns","identity_generation","character varying"
"columns","identity_start","character varying"
"columns","identity_increment","character varying"
"columns","identity_maximum","character varying"
"columns","identity_minimum","character varying"
"columns","identity_cycle","character varying"
"columns","column_default","character varying"
"columns","generation_expression","character varying"
"columns","is_updatable","character varying"
"columns","table_catalog","character varying"
"columns","table_schema","character varying"
"columns","table_name","character varying"
"columns","column_name","character varying"
"columns","ordinal_position","integer"
"column_udt_usage","udt_schema","character varying"
"column_udt_usage","udt_catalog","character varying"
"column_udt_usage","column_name","character varying"
"column_udt_usage","table_name","character varying"
"column_udt_usage","table_schema","character varying"
"column_udt_usage","table_catalog","character varying"
"column_udt_usage","udt_name","character varying"
"communities_community","created","timestamp without time zone"
"communities_community","title","character varying"
"communities_community","description","text"
"communities_community","page","text"
"communities_community","curation_policy","text"
"communities_community","last_record_accepted","timestamp without time zone"
"communities_community","updated","timestamp without time zone"
"communities_community","logo_ext","character varying"
"communities_community","ranking","integer"
"communities_community","id","character varying"
"communities_community","fixed_points","integer"
"communities_community","deleted_at","timestamp without time zone"
"communities_community","id_user","integer"
"communities_community_record","expires_at","timestamp without time zone"
"communities_community_record","id_user","integer"
"communities_community_record","id_record","uuid"
"communities_community_record","id_community","character varying"
"communities_community_record","updated","timestamp without time zone"
"communities_community_record","created","timestamp without time zone"
"communities_featured_community","id","integer"
"communities_featured_community","created","timestamp without time zone"
"communities_featured_community","updated","timestamp without time zone"
"communities_featured_community","id_community","character varying"
"communities_featured_community","start_date","timestamp without time zone"
"constraint_column_usage","constraint_name","character varying"
"constraint_column_usage","constraint_schema","character varying"
"constraint_column_usage","constraint_catalog","character varying"
"constraint_column_usage","table_name","character varying"
"constraint_column_usage","column_name","character varying"
"constraint_column_usage","table_catalog","character varying"
"constraint_column_usage","table_schema","character varying"
"constraint_table_usage","table_name","character varying"
"constraint_table_usage","table_schema","character varying"
"constraint_table_usage","table_catalog","character varying"
"constraint_table_usage","constraint_name","character varying"
"constraint_table_usage","constraint_schema","character varying"
"constraint_table_usage","constraint_catalog","character varying"
"data_type_privileges","object_type","character varying"
"data_type_privileges","dtd_identifier","character varying"
"data_type_privileges","object_catalog","character varying"
"data_type_privileges","object_schema","character varying"
"data_type_privileges","object_name","character varying"
"domain_constraints","constraint_schema","character varying"
"domain_constraints","domain_schema","character varying"
"domain_constraints","domain_name","character varying"
"domain_constraints","is_deferrable","character varying"
"domain_constraints","initially_deferred","character varying"
"domain_constraints","domain_catalog","character varying"
"domain_constraints","constraint_name","character varying"
"domain_constraints","constraint_catalog","character varying"
"domains","character_set_catalog","character varying"
"domains","domain_catalog","character varying"
"domains","domain_schema","character varying"
"domains","domain_name","character varying"
"domains","data_type","character varying"
"domains","character_maximum_length","integer"
"domains","character_octet_length","integer"
"domains","character_set_schema","character varying"
"domains","character_set_name","character varying"
"domains","collation_catalog","character varying"
"domains","collation_schema","character varying"
"domains","collation_name","character varying"
"domains","numeric_precision","integer"
"domains","numeric_precision_radix","integer"
"domains","numeric_scale","integer"
"domains","datetime_precision","integer"
"domains","interval_type","character varying"
"domains","interval_precision","integer"
"domains","domain_default","character varying"
"domains","udt_catalog","character varying"
"domains","udt_schema","character varying"
"domains","udt_name","character varying"
"domains","scope_catalog","character varying"
"domains","scope_schema","character varying"
"domains","scope_name","character varying"
"domains","maximum_cardinality","integer"
"domains","dtd_identifier","character varying"
"domain_udt_usage","domain_name","character varying"
"domain_udt_usage","udt_catalog","character varying"
"domain_udt_usage","udt_schema","character varying"
"domain_udt_usage","udt_name","character varying"
"domain_udt_usage","domain_catalog","character varying"
"domain_udt_usage","domain_schema","character varying"
"element_types","collation_name","character varying"
"element_types","collation_schema","character varying"
"element_types","object_catalog","character varying"
"element_types","object_schema","character varying"
"element_types","object_name","character varying"
"element_types","object_type","character varying"
"element_types","collection_type_identifier","character varying"
"element_types","data_type","character varying"
"element_types","character_maximum_length","integer"
"element_types","character_octet_length","integer"
"element_types","character_set_catalog","character varying"
"element_types","character_set_schema","character varying"
"element_types","character_set_name","character varying"
"element_types","collation_catalog","character varying"
"element_types","dtd_identifier","character varying"
"element_types","maximum_cardinality","integer"
"element_types","scope_name","character varying"
"element_types","scope_schema","character varying"
"element_types","scope_catalog","character varying"
"element_types","udt_name","character varying"
"element_types","udt_schema","character varying"
"element_types","udt_catalog","character varying"
"element_types","domain_default","character varying"
"element_types","interval_precision","integer"
"element_types","interval_type","character varying"
"element_types","datetime_precision","integer"
"element_types","numeric_scale","integer"
"element_types","numeric_precision_radix","integer"
"element_types","numeric_precision","integer"
"enabled_roles","role_name","character varying"
"files_bucket","created","timestamp without time zone"
"files_bucket","updated","timestamp without time zone"
"files_bucket","deleted","boolean"
"files_bucket","locked","boolean"
"files_bucket","max_file_size","bigint"
"files_bucket","quota_size","bigint"
"files_bucket","size","bigint"
"files_bucket","default_storage_class","character varying"
"files_bucket","default_location","integer"
"files_bucket","id","uuid"
"files_buckettags","key","character varying"
"files_buckettags","bucket_id","uuid"
"files_buckettags","value","text"
"files_files","updated","timestamp without time zone"
"files_files","id","uuid"
"files_files","uri","text"
"files_files","storage_class","character varying"
"files_files","size","bigint"
"files_files","checksum","character varying"
"files_files","created","timestamp without time zone"
"files_files","last_check","boolean"
"files_files","writable","boolean"
"files_files","readable","boolean"
"files_files","last_check_at","timestamp without time zone"
"files_location","default","boolean"
"files_location","uri","character varying"
"files_location","name","character varying"
"files_location","updated","timestamp without time zone"
"files_location","created","timestamp without time zone"
"files_location","id","integer"
"files_multipartobject","chunk_size","integer"
"files_multipartobject","completed","boolean"
"files_multipartobject","size","bigint"
"files_multipartobject","file_id","uuid"
"files_multipartobject","key","text"
"files_multipartobject","bucket_id","uuid"
"files_multipartobject","upload_id","uuid"
"files_multipartobject","updated","timestamp without time zone"
"files_multipartobject","created","timestamp without time zone"
"files_multipartobject_part","checksum","character varying"
"files_multipartobject_part","part_number","integer"
"files_multipartobject_part","updated","timestamp without time zone"
"files_multipartobject_part","created","timestamp without time zone"
"files_multipartobject_part","upload_id","uuid"
"files_object","_mimetype","character varying"
"files_object","created","timestamp without time zone"
"files_object","updated","timestamp without time zone"
"files_object","file_id","uuid"
"files_object","bucket_id","uuid"
"files_object","key","text"
"files_object","version_id","uuid"
"files_object","is_head","boolean"
"foreign_data_wrapper_options","foreign_data_wrapper_name","character varying"
"foreign_data_wrapper_options","foreign_data_wrapper_catalog","character varying"
"foreign_data_wrapper_options","option_value","character varying"
"foreign_data_wrapper_options","option_name","character varying"
"foreign_data_wrappers","library_name","character varying"
"foreign_data_wrappers","foreign_data_wrapper_language","character varying"
"foreign_data_wrappers","authorization_identifier","character varying"
"foreign_data_wrappers","foreign_data_wrapper_name","character varying"
"foreign_data_wrappers","foreign_data_wrapper_catalog","character varying"
"foreign_server_options","foreign_server_name","character varying"
"foreign_server_options","option_name","character varying"
"foreign_server_options","option_value","character varying"
"foreign_server_options","foreign_server_catalog","character varying"
"foreign_servers","foreign_server_type","character varying"
"foreign_servers","foreign_server_version","character varying"
"foreign_servers","authorization_identifier","character varying"
"foreign_servers","foreign_server_catalog","character varying"
"foreign_servers","foreign_server_name","character varying"
"foreign_servers","foreign_data_wrapper_catalog","character varying"
"foreign_servers","foreign_data_wrapper_name","character varying"
"foreign_table_options","option_name","character varying"
"foreign_table_options","foreign_table_catalog","character varying"
"foreign_table_options","foreign_table_schema","character varying"
"foreign_table_options","foreign_table_name","character varying"
"foreign_table_options","option_value","character varying"
"foreign_tables","foreign_server_name","character varying"
"foreign_tables","foreign_table_catalog","character varying"
"foreign_tables","foreign_table_schema","character varying"
"foreign_tables","foreign_table_name","character varying"
"foreign_tables","foreign_server_catalog","character varying"
"github_releases","created","timestamp without time zone"
"github_releases","updated","timestamp without time zone"
"github_releases","status","character"
"github_releases","record_id","uuid"
"github_releases","event_id","uuid"
"github_releases","repository_id","uuid"
"github_releases","errors","json"
"github_releases","tag","character varying"
"github_releases","release_id","integer"
"github_releases","id","uuid"
"github_repositories","user_id","integer"
"github_repositories","name","character varying"
"github_repositories","github_id","integer"
"github_repositories","id","uuid"
"github_repositories","updated","timestamp without time zone"
"github_repositories","created","timestamp without time zone"
"github_repositories","hook","integer"
"github_repositories","ping","timestamp without time zone"
"information_schema_catalog_name","catalog_name","character varying"
"key_column_usage","constraint_catalog","character varying"
"key_column_usage","column_name","character varying"
"key_column_usage","ordinal_position","integer"
"key_column_usage","position_in_unique_constraint","integer"
"key_column_usage","table_schema","character varying"
"key_column_usage","table_catalog","character varying"
"key_column_usage","constraint_name","character varying"
"key_column_usage","constraint_schema","character varying"
"key_column_usage","table_name","character varying"
"oaiserver_set","spec","character varying"
"oaiserver_set","updated","timestamp without time zone"
"oaiserver_set","created","timestamp without time zone"
"oaiserver_set","id","integer"
"oaiserver_set","search_pattern","text"
"oaiserver_set","description","text"
"oaiserver_set","name","character varying"
"oauth2server_client","is_confidential","boolean"
"oauth2server_client","is_internal","boolean"
"oauth2server_client","_redirect_uris","text"
"oauth2server_client","website","text"
"oauth2server_client","user_id","integer"
"oauth2server_client","client_id","character varying"
"oauth2server_client","description","text"
"oauth2server_client","name","character varying"
"oauth2server_client","_default_scopes","text"
"oauth2server_client","client_secret","character varying"
"oauth2server_token","refresh_token","bytea"
"oauth2server_token","access_token","bytea"
"oauth2server_token","token_type","character varying"
"oauth2server_token","user_id","integer"
"oauth2server_token","client_id","character varying"
"oauth2server_token","id","integer"
"oauth2server_token","is_internal","boolean"
"oauth2server_token","is_personal","boolean"
"oauth2server_token","_scopes","text"
"oauth2server_token","expires","timestamp without time zone"
"oauthclient_remoteaccount","extra_data","json"
"oauthclient_remoteaccount","user_id","integer"
"oauthclient_remoteaccount","client_id","character varying"
"oauthclient_remoteaccount","created","timestamp without time zone"
"oauthclient_remoteaccount","updated","timestamp without time zone"
"oauthclient_remoteaccount","id","integer"
"oauthclient_remotetoken","access_token","bytea"
"oauthclient_remotetoken","secret","text"
"oauthclient_remotetoken","created","timestamp without time zone"
"oauthclient_remotetoken","id_remote_account","integer"
"oauthclient_remotetoken","updated","timestamp without time zone"
"oauthclient_remotetoken","token_type","character varying"
"oauthclient_useridentity","created","timestamp without time zone"
"oauthclient_useridentity","id","character varying"
"oauthclient_useridentity","updated","timestamp without time zone"
"oauthclient_useridentity","id_user","integer"
"oauthclient_useridentity","method","character varying"
"parameters","interval_type","character varying"
"parameters","specific_catalog","character varying"
"parameters","specific_schema","character varying"
"parameters","specific_name","character varying"
"parameters","ordinal_position","integer"
"parameters","parameter_mode","character varying"
"parameters","is_result","character varying"
"parameters","as_locator","character varying"
"parameters","parameter_name","character varying"
"parameters","data_type","character varying"
"parameters","scope_name","character varying"
"parameters","scope_schema","character varying"
"parameters","scope_catalog","character varying"
"parameters","udt_name","character varying"
"parameters","udt_schema","character varying"
"parameters","udt_catalog","character varying"
"parameters","interval_precision","integer"
"parameters","datetime_precision","integer"
"parameters","numeric_scale","integer"
"parameters","numeric_precision_radix","integer"
"parameters","numeric_precision","integer"
"parameters","collation_name","character varying"
"parameters","parameter_default","character varying"
"parameters","dtd_identifier","character varying"
"parameters","maximum_cardinality","integer"
"parameters","collation_schema","character varying"
"parameters","collation_catalog","character varying"
"parameters","character_set_name","character varying"
"parameters","character_set_schema","character varying"
"parameters","character_set_catalog","character varying"
"parameters","character_octet_length","integer"
"parameters","character_maximum_length","integer"
"pg_aggregate","aggcombinefn","regproc"
"pg_aggregate","aggfinalfn","regproc"
"pg_aggregate","aggtransfn","regproc"
"pg_aggregate","aggnumdirectargs","smallint"
"pg_aggregate","aggkind","""char"""
"pg_aggregate","aggmtranstype","oid"
"pg_aggregate","aggfnoid","regproc"
"pg_aggregate","aggtransspace","integer"
"pg_aggregate","aggtranstype","oid"
"pg_aggregate","aggsortop","oid"
"pg_aggregate","aggmfinalextra","boolean"
"pg_aggregate","aggfinalextra","boolean"
"pg_aggregate","aggmfinalfn","regproc"
"pg_aggregate","aggminvtransfn","regproc"
"pg_aggregate","aggmtransfn","regproc"
"pg_aggregate","aggdeserialfn","regproc"
"pg_aggregate","aggserialfn","regproc"
"pg_aggregate","aggminitval","text"
"pg_aggregate","agginitval","text"
"pg_aggregate","aggmtransspace","integer"
"pg_am","amname","name"
"pg_am","amtype","""char"""
"pg_am","amhandler","regproc"
"pg_amop","amopmethod","oid"
"pg_amop","amopsortfamily","oid"
"pg_amop","amopstrategy","smallint"
"pg_amop","amopfamily","oid"
"pg_amop","amoplefttype","oid"
"pg_amop","amoprighttype","oid"
"pg_amop","amopopr","oid"
"pg_amop","amoppurpose","""char"""
"pg_amproc","amprocrighttype","oid"
"pg_amproc","amprocfamily","oid"
"pg_amproc","amproclefttype","oid"
"pg_amproc","amproc","regproc"
"pg_amproc","amprocnum","smallint"
"pg_attrdef","adnum","smallint"
"pg_attrdef","adsrc","text"
"pg_attrdef","adrelid","oid"
"pg_attrdef","adbin","pg_node_tree"
"pg_attribute","attcollation","oid"
"pg_attribute","attislocal","boolean"
"pg_attribute","attisdropped","boolean"
"pg_attribute","atthasdef","boolean"
"pg_attribute","attnotnull","boolean"
"pg_attribute","attalign","""char"""
"pg_attribute","attstorage","""char"""
"pg_attribute","attbyval","boolean"
"pg_attribute","atttypmod","integer"
"pg_attribute","attcacheoff","integer"
"pg_attribute","attndims","integer"
"pg_attribute","attnum","smallint"
"pg_attribute","attlen","smallint"
"pg_attribute","attstattarget","integer"
"pg_attribute","atttypid","oid"
"pg_attribute","attname","name"
"pg_attribute","attrelid","oid"
"pg_attribute","attfdwoptions","ARRAY"
"pg_attribute","attoptions","ARRAY"
"pg_attribute","attacl","ARRAY"
"pg_attribute","attinhcount","integer"
"pg_authid","rolname","name"
"pg_authid","rolinherit","boolean"
"pg_authid","rolvaliduntil","timestamp with time zone"
"pg_authid","rolpassword","text"
"pg_authid","rolbypassrls","boolean"
"pg_authid","rolconnlimit","integer"
"pg_authid","rolcreaterole","boolean"
"pg_authid","rolcanlogin","boolean"
"pg_authid","rolcreatedb","boolean"
"pg_authid","rolreplication","boolean"
"pg_authid","rolsuper","boolean"
"pg_auth_members","roleid","oid"
"pg_auth_members","admin_option","boolean"
"pg_auth_members","grantor","oid"
"pg_auth_members","member","oid"
"pg_available_extensions","name","name"
"pg_available_extensions","installed_version","text"
"pg_available_extensions","comment","text"
"pg_available_extensions","default_version","text"
"pg_available_extension_versions","installed","boolean"
"pg_available_extension_versions","name","name"
"pg_available_extension_versions","version","text"
"pg_available_extension_versions","superuser","boolean"
"pg_available_extension_versions","relocatable","boolean"
